#entity	document	start	end	text	comment
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2473	792	795	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2473	1570	1573	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2474	205	208	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2474	515	518	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2474	833	836	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2477	45	48	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2477	584	587	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	86	91	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	278	283	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	762	766	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	814	818	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	939	944	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	1166	1171	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	1213	1218	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	1420	1425	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2478	1709	1714	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	57	62	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	188	193	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	641	646	mouse	group: 0, valid: true
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	648	651	rat	group: 0, valid: true
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	660	665	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	924	929	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	1136	1141	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2481	1260	1265	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2483	194	197	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2483	895	899	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2484	458	463	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2484	1489	1494	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2487	404	409	mouse	
species:ncbi:6536	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2488	33	46	Helix pomatia	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2488	172	177	mouse	
species:ncbi:6536	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2488	284	297	Helix pomatia	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2490	63	68	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2490	384	388	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2490	593	598	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2490	914	918	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2490	1226	1230	mice	
species:ncbi:562?0.9991143225034528|species:ncbi:110766?8.856774965472599E-4	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2494	227	234	E. coli	
species:ncbi:4932	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2495	856	861	yeast	
species:ncbi:10029	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2495	1197	1212	Chinese hamster	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	79	84	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	273	278	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	303	308	human	
species:ncbi:10298?0.9377676277476449	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	434	439	HSV-1	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	452	457	Human	
species:ncbi:10298?0.9377676277476449	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	671	676	HSV-1	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	690	695	human	
species:ncbi:10298?0.9377676277476449	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	946	951	HSV-1	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	1058	1063	human	
species:ncbi:10298?0.9377676277476449	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2496	1147	1152	HSV-1	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2498	298	301	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2498	565	569	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2500	661	666	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2500	979	983	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2500	1146	1150	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2502	508	511	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2507	75	80	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2507	427	432	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	13	18	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	131	135	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	274	279	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	338	343	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	409	414	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	813	817	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	925	930	Human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1027	1032	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1103	1108	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1224	1229	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1253	1258	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1627	1631	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2508	1650	1655	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2509	92	96	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2509	441	445	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2509	483	487	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	131	134	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	309	312	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	326	329	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	455	458	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	643	646	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2512	1638	1641	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2513	538	541	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2514	85	88	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2517	147	150	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2517	523	526	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2517	1391	1394	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2517	1696	1699	rat	
species:ncbi:197	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2518	396	416	Campylobacter jejuni	group: 0, valid: true
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2518	421	426	human	group: 0, valid: true
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2518	770	774	rats	
species:ncbi:197	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2518	822	830	C.jejuni	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2520	63	66	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2520	310	314	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2520	593	596	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2520	1249	1253	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2520	1695	1699	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2521	107	112	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2521	607	612	human	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2522	88	93	chick	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2524	136	141	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2524	156	161	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2524	774	778	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2524	1499	1503	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2526	249	254	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2530	153	157	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2530	629	633	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2531	574	579	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2533	149	153	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2533	380	384	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2533	1101	1105	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	14	19	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	106	111	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	383	388	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	446	451	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	585	590	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	836	841	human	group: 0, valid: true
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	846	851	mouse	group: 0, valid: true
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	980	985	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	1215	1220	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2534	1305	1310	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	30	34	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	562	567	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	727	731	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	978	982	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	1021	1025	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2535	1187	1191	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2539	300	303	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2542	117	122	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2542	1152	1156	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2542	1410	1415	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2543	70	73	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2543	207	211	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2544	302	305	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2544	400	403	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2545	64	67	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2545	476	479	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2545	709	712	rat	
species:ncbi:9913	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2545	777	783	bovine	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2546	28	32	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2546	436	439	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2546	1198	1202	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2546	1376	1380	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2546	1671	1675	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2547	134	137	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2547	524	527	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2548	96	99	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2548	782	785	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2549	85	90	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2550	82	87	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2550	271	276	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2550	1240	1245	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2552	62	67	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2552	228	233	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2552	1370	1375	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2553	128	133	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2553	187	192	mouse	
species:ncbi:3885	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2553	553	571	Phaseolus vulgaris	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2553	804	808	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2557	54	59	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2557	458	463	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2557	1738	1743	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2558	114	119	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2558	538	553	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2558	745	760	transgenic mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2558	772	777	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2558	1263	1267	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2560	39	42	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2561	169	174	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2561	714	719	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2561	782	785	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2562	429	432	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2566	128	131	rat	
species:ncbi:4932	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2567	546	551	yeast	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2567	578	583	human	
species:ncbi:9860	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2567	1026	1029	Elk	
